Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms
PS4_Super Meat Boy,PS4,Super Meat Boy,Team Meat,Team Meat,0.0,10000.0,0.0,0.0,0.0,0.0,2016-04-29,2018-09-21,3.98,1755.0,87.0,"Platformer, Indie","PC, PlayStation 4, Nintendo Switch, Android, macOS, Linux, Xbox 360, PS Vita, Wii U, Web"
PS4_Super Neptunia RPG,PS4,Super Neptunia RPG,Idea Factory International,Idea Factory,0.0,10000.0,0.0,0.0,10000.0,0.0,2019-03-31,2018-12-29,3.42,12.0,,"Adventure, Action, RPG","PC, PlayStation 4, Nintendo Switch"
PS3_Battle Fantasia,PS3,Battle Fantasia,505 Games,Arc System Works,0.0,10000.0,0.0,0.0,10000.0,0.0,2009-03-06,,2.89,9.0,,"Adventure, Action, Fighting","Xbox 360, PlayStation 3"
PS3_MotorStorm Complete,PS3,MotorStorm Complete,Sony Computer Entertainment,Evolution Studios,0.0,10000.0,0.0,0.0,10000.0,0.0,2008-05-22,,,,,,
PS4_Gal Gun: Double Peace,PS4,Gal Gun: Double Peace,PQube,Inti Creates,0.0,10000.0,0.0,0.0,10000.0,0.0,2016-08-02,2018-05-04,,,,,
PS4_Gal Gun 2,PS4,Gal Gun 2,PQube,Inti Creates,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-04-24,2018-03-04,,,,,
PS3_Mahjong Taikai IV,PS3,Mahjong Taikai IV,KOEI,Koei,0.0,10000.0,0.0,0.0,10000.0,0.0,2006-11-22,,,,,,
PS4_Flashback,PS4,Flashback,Microids,Paul Cuisset,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-11-20,2018-10-31,,,,,
PS3_Magus,PS3,Magus,Aksys Games,Black Tower Studios,0.0,10000.0,10000.0,0.0,0.0,0.0,2014-02-28,,0.0,5.0,,"Adventure, Action, RPG",PlayStation 3
PS4_Capcom Beat 'Em Up Bundle,PS4,Capcom Beat 'Em Up Bundle,Capcom,Capcom,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-09-18,2018-12-19,,,,,
PS4_Hyper Light Drifter,PS4,Hyper Light Drifter,Rebellion Games,Rebellion Games,0.0,10000.0,0.0,0.0,10000.0,0.0,2016-07-26,,4.14,595.0,84.0,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux"
PS3_Toro to Morimori,PS3,Toro to Morimori,Sony Computer Entertainment,SCEI,0.0,10000.0,0.0,0.0,10000.0,0.0,2009-07-23,,,,,,
PS4_Maitetsu: Pure Station,PS4,Maitetsu: Pure Station,Yeti,Lose,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-07-26,2018-08-29,0.0,0.0,,Adventure,PlayStation 4
PS3_Power Smash: Live Match!,PS3,Power Smash: Live Match!,Sega,Sumo Digital,0.0,10000.0,0.0,0.0,10000.0,0.0,2010-03-25,,,,,,
PS3_Tour de France 2014,PS3,Tour de France 2014,Focus Home Interactive,Cyanide Studio,0.0,10000.0,0.0,10000.0,0.0,0.0,2014-06-20,,,,,,
PS4_Darius Burst: Chronicle Saviours,PS4,Darius Burst: Chronicle Saviours,Kadokawa Games,Pyramid,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-03-30,2018-09-21,,,,,
PS4_Ziggurat,PS4,Ziggurat,Soedesco,Milkstone Studios,0.0,10000.0,0.0,10000.0,0.0,0.0,2016-06-21,2018-09-14,3.01,202.0,75.0,"Shooter, Indie, Action, RPG","PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, Wii U"
PS4_Saiaku Naru Saiyaku Ningen ni Sasagu,PS4,Saiaku Naru Saiyaku Ningen ni Sasagu,Kemco,Kemco,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-08-23,2018-09-26,,,,,
PS3_Tsukigime Ranko's Longest Day,PS3,Tsukigime Ranko's Longest Day,Namco Bandai Games,Unknown,0.0,10000.0,0.0,10000.0,0.0,0.0,2014-01-16,,,,,,
PS4_Zombie Vikings,PS4,Zombie Vikings,Rising Star Games,Zoink Games,0.0,10000.0,0.0,10000.0,0.0,0.0,2016-04-20,2018-09-21,3.0,35.0,74.0,"Adventure, Action","PC, Xbox One, PlayStation 4"
PS3_Winning Post 8 2017,PS3,Winning Post 8 2017,Tecmo Koei,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-03-02,,,,,,
PS3_Phantom Breaker,PS3,Phantom Breaker,5pb,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2013-09-19,,,,,,
PS4_DJ Max Respect,PS4,DJ Max Respect,Arc System Works,DJMAX Sound Lab Team,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-09-09,2018-02-21,,,,,
PS4_The Escapists: The Walking Dead,PS4,The Escapists: The Walking Dead,Team17 Software,Team17 Software,0.0,10000.0,0.0,0.0,0.0,0.0,2016-02-19,2018-09-21,2.8,45.0,66.0,"Adventure, Action, RPG, Puzzle, Strategy, Indie","PC, Xbox One, PlayStation 4, macOS, Linux"
PS3_Winning Post 7 Maximum 2008,PS3,Winning Post 7 Maximum 2008,KOEI,Koei,0.0,10000.0,0.0,0.0,10000.0,0.0,2008-03-13,,,,,,
PS3_PAIN,PS3,PAIN,Sony Computer Entertainment,Idol Minds Digital,0.0,10000.0,0.0,10000.0,0.0,0.0,2009-06-24,,3.33,39.0,,"Arcade, Indie, Adventure, Action","PC, macOS, PlayStation 3"
PS4_Happy Manager: Shiawase Zhuang no Kanrinin San,PS4,Happy Manager: Shiawase Zhuang no Kanrinin San,D3 Publisher,D3 Publisher,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-01-11,2018-03-14,,,,,
PS4_Hakoniwa Company Works,PS4,Hakoniwa Company Works,Nippon Ichi Software,Nippon Ichi Software,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-07-13,2018-09-20,0.0,1.0,,RPG,PlayStation 4
PS4_Gungrave VR,PS4,Gungrave VR,Xseed Games,IGGYMOB,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-12-11,2018-09-22,0.0,2.0,,"Shooter, Action","PC, PlayStation 4"
PS3_Nobunaga no Yabou Online: Houou no Shou,PS3,Nobunaga no Yabou Online: Houou no Shou,Tecmo Koei,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2012-03-07,,,,,,
PS3_WSC REAL 09: World Snooker Championship,PS3,WSC REAL 09: World Snooker Championship,Deep Silver,Blade Interactive,0.0,10000.0,0.0,10000.0,0.0,0.0,2009-04-03,,,,,,
PS4_Atelier: The Alchemist of Arland 1-2-3 DX,PS4,Atelier: The Alchemist of Arland 1-2-3 DX,Koei Tecmo,Gust,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-09-20,2018-09-26,,,,,
PS4_Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,PS4,Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,5pb,5pb. Inc.,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-09-07,2018-09-20,,,,,
PS4_GRIP: Combat Racing,PS4,GRIP: Combat Racing,U&I Entertainment,Caged Element,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-11-06,2018-09-11,2.99,147.0,68.0,"Racing, Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS3_Rugby League Live 3,PS3,Rugby League Live 3,Tru Blu Entertainment,Big Ant Studios,0.0,10000.0,0.0,10000.0,0.0,0.0,2015-09-24,,0.0,1.0,,Sports,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS4_Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,PS4,Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,5pb,MAGES,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-03-30,2018-09-21,,,,,
PS4_Dragon Quest X: All in One Package Ver.1-4,PS4,Dragon Quest X: All in One Package Ver.1-4,Square Enix,Square Enix,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-07-26,2018-11-06,,,,,
PS4_Mega Man X Legacy Collection 1,PS4,Mega Man X Legacy Collection 1,Capcom,Capcom,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-07-26,2018-08-31,,,,,
PS4_Mega Man X Legacy Collection 2,PS4,Mega Man X Legacy Collection 2,Capcom,Capcom,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-07-26,2018-08-31,3.7,32.0,62.0,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch"
PS4_Torment: Tides of Numenera,PS4,Torment: Tides of Numenera,Techland,InXile Entertainment,0.0,10000.0,10000.0,0.0,0.0,0.0,2017-02-28,2018-08-09,3.58,204.0,81.0,"Indie, Strategy, Adventure, RPG","PC, Xbox One, PlayStation 4, macOS, Linux"
PS4_Memories Off: Innocent File,PS4,Memories Off: Innocent File,MAGES,5pb. Games,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-03-29,2018-04-07,,,,,
PS4_Valhalla Hills: Definitive Edition,PS4,Valhalla Hills: Definitive Edition,Kalypso Media,Daedalic Entertainment,0.0,10000.0,10000.0,0.0,0.0,0.0,2017-04-25,2018-09-15,,,,,
PS3_Eiyuu * Senki,PS3,Eiyuu * Senki,5pb,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2013-09-26,,,,,,
PS3_Agarest Senki: Re-appearance,PS3,Agarest Senki: Re-appearance,Unknown,Compile Heart,0.0,10000.0,0.0,0.0,10000.0,0.0,,,,,,,
PS3_Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu,PS3,Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu,SystemSoft Alpha,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2012-07-19,,,,,,
PS4_V-Rally 4,PS4,V-Rally 4,Bigben Interactive,Kylotonn,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-09-11,2019-03-22,3.03,39.0,59.0,Racing,"PC, Xbox One, PlayStation 4, Nintendo Switch"
PS3_Saints Row: Gat out of Hell,PS3,Saints Row: Gat out of Hell,Deep Silver,Volition Inc.,0.0,10000.0,0.0,10000.0,0.0,0.0,2015-01-20,,3.17,690.0,66.0,"Adventure, Action","PC, Xbox One, PlayStation 4, Linux, Xbox 360, PlayStation 3"
PS3_Strider (2014),PS3,Strider (2014),Capcom,Double Helix Games,0.0,10000.0,0.0,0.0,10000.0,0.0,2014-02-18,,,,,,
PS4_One Piece: Unlimited World Red Deluxe Edition,PS4,One Piece: Unlimited World Red Deluxe Edition,Namco Bandai Games,Ganbarion,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-08-25,2018-01-08,,,,,
PS4_New Game! The Challenge Stage!,PS4,New Game! The Challenge Stage!,5pb,5pb. Inc.,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-01-26,2018-09-20,,,,,
PS4_Million Arthur: Arcana Blood,PS4,Million Arthur: Arcana Blood,Square Enix,Square Enix,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-11-29,2019-01-05,,,,,
PS3_Dream C Club Zero,PS3,Dream C Club Zero,D3Publisher,Tamsoft Corporation,0.0,10000.0,0.0,0.0,10000.0,0.0,2013-01-17,,,,,,
PS3_Cars 3: Driven to Win,PS3,Cars 3: Driven to Win,Warner Bros. Interactive Entertainment,Avalanche Software,0.0,10000.0,10000.0,0.0,0.0,0.0,2017-06-13,,,,,,
PS3_Derby Time Online,PS3,Derby Time Online,Sony Computer Entertainment,SCE Japan Studio,0.0,10000.0,0.0,0.0,10000.0,0.0,2008-11-13,,0.0,0.0,,Sports,PlayStation 3
PS4_Doukoku Soshite... Doukoku Soshite...,PS4,Doukoku Soshite... Doukoku Soshite...,El Dia,El Dia,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-04-26,2018-05-20,,,,,
PS3_SBK09 Superbike World Championship,PS3,SBK09 Superbike World Championship,Black Bean Games,Milestone,0.0,10000.0,0.0,10000.0,0.0,0.0,2009-05-29,,,,,,
PS3_Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sega Golf Club: Miyazato San Kyoudai Naizou,Sega,Sega,0.0,10000.0,0.0,0.0,10000.0,0.0,2006-11-11,,,,,,
PS4_Moonlighter,PS4,Moonlighter,Merge Games,Digital Sun,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-11-09,2018-06-03,3.74,493.0,82.0,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
PS4_Mothergunship,PS4,Mothergunship,Sold Out,Grip Games,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-08-24,2018-04-03,3.17,53.0,76.0,Action,"PC, Xbox One, PlayStation 4"
PS4_Moto Racer 4,PS4,Moto Racer 4,Microids,Microids,0.0,10000.0,10000.0,0.0,0.0,0.0,2017-01-24,,2.57,37.0,,Racing,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
PS4_Undertale,PS4,Undertale,Toby Fox,Toby Fox,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-08-15,2018-06-06,4.35,1863.0,92.0,"Indie, RPG","PC, PlayStation 4, Xbox One, Xbox Series S/X, Nintendo Switch, macOS, Linux, PS Vita"
PS3_Don Bradman Cricket 14,PS3,Don Bradman Cricket 14,Tru Blu Entertainment,Big Ant Studios,0.0,10000.0,0.0,10000.0,0.0,0.0,2014-04-03,,3.71,7.0,74.0,"Indie, Simulation, Sports","PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS3_Disorder 6,PS3,Disorder 6,5pb,MAGES. Inc.,0.0,10000.0,0.0,0.0,10000.0,0.0,2013-08-22,,0.0,0.0,,Adventure,"Xbox 360, PlayStation 3"
PS3_Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,Views,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2014-02-20,,0.0,0.0,,"Arcade, Fighting","PC, PlayStation 3"
PS3_Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu!,PS3,Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu!,Namco Bandai Games,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2014-02-27,,,,,,
PS4_Occultic;Nine,PS4,Occultic;Nine,5pb,5pb. Inc.,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-11-09,2018-09-20,,,,,
PS3_Daikoukai Jidai Online: Cruz del Sur,PS3,Daikoukai Jidai Online: Cruz del Sur,KOEI,Koei,0.0,10000.0,0.0,0.0,10000.0,0.0,2009-04-28,,,,,,
PS3_Romance of the Three Kingdoms 13 with Power-Up Kit,PS3,Romance of the Three Kingdoms 13 with Power-Up Kit,Tecmo Koei,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-02-16,,,,,,
PS3_Akatsuki no Goei Trinity,PS3,Akatsuki no Goei Trinity,5pb,Syangrila,0.0,10000.0,0.0,0.0,10000.0,0.0,2012-09-20,,,,,,
PS4_Dragon's Dogma Online: Season 3,PS4,Dragon's Dogma Online: Season 3,Capcom,Capcom,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-08-17,2018-09-20,,,,,
PS4_Raven's Cry,PS4,Raven's Cry,TopWare Interactive,Reality Pump Studios,0.0,10000.0,0.0,10000.0,0.0,0.0,2015-01-30,2018-07-30,,,,,
PS5_Shadow of Conspiracy: Section 2,PS5,Shadow of Conspiracy: Section 2,Unknown,Elysium Game Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2021-08-27,,,,,
PS5_SacriFire,PS5,SacriFire,Unknown,Pixelated Milk,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-14,,,,,
PS5_Purpose 1951,PS5,Purpose 1951,Unknown,Tonguç Bodur,0.0,0.0,0.0,0.0,0.0,0.0,,2024-11-13,,,,,
PS4_Tonari ni Kanojo no Iru Shiawase: Winter Guest,PS4,Tonari ni Kanojo no Iru Shiawase: Winter Guest,Entergram,Entergram,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-28,2018-08-12,,,,,
"PS5_Warhammer 40,000: Rogue Trader",PS5,"Warhammer 40,000: Rogue Trader",Unknown,Owlcat Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-10-04,,,,,
PS5_Punch Club 2: Fast Forward,PS5,Punch Club 2: Fast Forward,Unknown,Lazy Bear Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-18,,,,,
PS5_Shantae Advance: Risky Revolution,PS5,Shantae Advance: Risky Revolution,Unknown,WayForward,0.0,0.0,0.0,0.0,0.0,0.0,,2025-08-22,,,,,
PS5_WWE 2K25,PS5,WWE 2K25,Unknown,Visual Concepts,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-31,,,,,
PS5_Sackboy: A Big Adventure,PS5,Sackboy: A Big Adventure,Sony Interactive Entertainment,Sumo Digital,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-12,2020-06-11,4.13,154.0,81.0,"Platformer, Adventure, Action","PC, PlayStation 5, PlayStation 4"
"PS5_Warhammer 40,000: Chaos Gate – Daemonhunters",PS5,"Warhammer 40,000: Chaos Gate – Daemonhunters",Unknown,Complex Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-17,,,,,
PS5_Saints Row (2022),PS5,Saints Row (2022),Unknown,Volition,0.0,0.0,0.0,0.0,0.0,0.0,,2021-08-27,2.2,108.0,,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Sable,PS5,Sable,Unknown,Shedworks,0.0,0.0,0.0,0.0,0.0,0.0,,2022-12-31,3.48,155.0,74.0,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, macOS"
"PS5_Warhammer 40,000: Boltgun",PS5,"Warhammer 40,000: Boltgun",Unknown,Auroch Digital,0.0,0.0,0.0,0.0,0.0,0.0,,2023-06-22,3.47,74.0,,"Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Pumpkin Jack,PS5,Pumpkin Jack,Unknown,Nicolas Meyssonnier,0.0,0.0,0.0,0.0,0.0,0.0,,2021-10-11,3.68,55.0,76.0,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Sakura Alien,PS5,Sakura Alien,Unknown,Winged Cloud,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-29,,,,,
PS5_Shantae,PS5,Shantae,Unknown,WayForward,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-15,,,,,
PS5_Sakura MMO,PS5,Sakura MMO,Unknown,Winged Cloud,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-29,,,,,
PS5_Sakura MMO 2,PS5,Sakura MMO 2,Unknown,Winged Cloud,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-29,,,,,
PS5_Planet Coaster: Console Edition,PS5,Planet Coaster: Console Edition,Frontier Developments,Frontier Developments,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-01,2020-06-17,,,,,
PS5_Shadows of Doubt,PS5,Shadows of Doubt,Unknown,ColePowered Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-08-15,,,,,
PS5_Sakura MMO 3,PS5,Sakura MMO 3,Unknown,Winged Cloud,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-29,,,,,
PS5_Sakura Succubus 3,PS5,Sakura Succubus 3,Unknown,Winged Cloud,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-29,,,,,
PS4_The Escapists,PS4,The Escapists,Team17 Software,Mouldy Toof Studios,0.0,0.0,0.0,0.0,0.0,0.0,2015-06-02,,3.42,298.0,71.0,"Adventure, Action, RPG, Puzzle, Strategy, Simulation, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, Xbox 360"
PS5_SaGa Emerald Beyond,PS5,SaGa Emerald Beyond,Unknown,Square Enix,0.0,0.0,0.0,0.0,0.0,0.0,,2023-09-14,,,,,
PS5_Shantae and the Pirate's Curse,PS5,Shantae and the Pirate's Curse,Unknown,WayForward,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-15,,,,,
PS5_XDefiant,PS5,XDefiant,Unknown,Ubisoft,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-23,3.52,24.0,,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Rugrats: Adventures in Gameland,PS5,Rugrats: Adventures in Gameland,Unknown,The MIX Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-05,0.0,2.0,,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Rumbleverse,PS5,Rumbleverse,Unknown,Iron Galaxy,0.0,0.0,0.0,0.0,0.0,0.0,,2022-09-12,,,,,
PS5_Warhammer Age of Sigmar: Realms of Ruin,PS5,Warhammer Age of Sigmar: Realms of Ruin,Unknown,Frontier Developments,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-17,,,,,
PS4_The Infectious Madness of Doctor Dekker,PS4,The Infectious Madness of Doctor Dekker,Wales Interactive Ltd.,D'Avekki Studios Limited,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-05,2018-06-04,3.91,23.0,78.0,"Casual, Indie, Adventure, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
PS5_Zenless Zone Zero,PS5,Zenless Zone Zero,miHoYo,miHoYo,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-04,2024-06-05,3.35,56.0,,"Action, RPG","PC, PlayStation 5, iOS, Android"
PS5_Yu-Gi-Oh! Master Duel,PS5,Yu-Gi-Oh! Master Duel,Konami,Konami,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-19,2022-02-21,,,,,
PS5_X-Out Resurfaced,PS5,X-Out Resurfaced,Unknown,Rainbow Arts,0.0,0.0,0.0,0.0,0.0,0.0,,2024-11-11,,,,,
PS5_Shantae and the Seven Sirens,PS5,Shantae and the Seven Sirens,Unknown,WayForward,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-15,,,,,
PS5_SBK 22,PS5,SBK 22,Unknown,Milestone S.r.l.,0.0,0.0,0.0,0.0,0.0,0.0,,2022-12-11,0.0,0.0,,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
"PS5_Warhammer 40,000: Space Marine 2",PS5,"Warhammer 40,000: Space Marine 2",Unknown,Saber Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2021-12-10,,,,,
PS5_Ys X: Nordics,PS5,Ys X: Nordics,Unknown,Nihon Falcom Corporation,0.0,0.0,0.0,0.0,0.0,0.0,,2024-04-24,0.0,3.0,,"Adventure, Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch"
PS5_Puyo Puyo Tetris 2,PS5,Puyo Puyo Tetris 2,Sega,Sega,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,2020-08-27,3.88,16.0,79.0,"Casual, Family, Action, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux"
PS5_SCHiM,PS5,SCHiM,Unknown,Ewoud van der Werf,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-14,0.0,2.0,,"Adventure, Action, Puzzle, Casual, Indie","PC, PlayStation 5, PlayStation 4, macOS, Linux"
PS5_SEASON: A letter to the future,PS5,SEASON: A letter to the future,Unknown,Scavengers Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2023-01-26,3.64,23.0,,"Casual, Indie, Adventure","PC, PlayStation 5"
PS5_REANIMAL,PS5,REANIMAL,Unknown,Tarsier Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2024-08-21,,,,,
PS5_RAIDOU Remastered: The Mystery of the Soulless Army,PS5,RAIDOU Remastered: The Mystery of the Soulless Army,Unknown,Atlus,0.0,0.0,0.0,0.0,0.0,0.0,,2025-04-02,0.0,1.0,,"Action, RPG","PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS4_The Forest,PS4,The Forest,Endnight Games Ltd,Endnight Games Ltd,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-01,,3.74,922.0,,"Indie, Adventure, Action","PC, PlayStation 4"
PS5_Planet Coaster 2,PS5,Planet Coaster 2,Frontier Developments,Frontier Developments,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-06,2024-07-11,,,,,
PS5_SMITE 2,PS5,SMITE 2,Unknown,Titan Forge Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-13,,,,,
PS5_Quantum Error,PS5,Quantum Error,TeamKill Media,TeamKill Media,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-01,2020-06-15,0.0,2.0,,"Shooter, Action","PlayStation 5, PlayStation 4"
PS5_STARSEEKER: Astroneer Expeditions,PS5,STARSEEKER: Astroneer Expeditions,Unknown,System Era Softworks,0.0,0.0,0.0,0.0,0.0,0.0,,2025-04-03,,,,,
PS5_Puzzle Bobble 3D: Vacation Odyssey,PS5,Puzzle Bobble 3D: Vacation Odyssey,Unknown,Survios,0.0,0.0,0.0,0.0,0.0,0.0,,2022-04-06,,,,,
PS5_Sakura Succubus 4,PS5,Sakura Succubus 4,Unknown,Winged Cloud,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-29,0.0,3.0,,Simulation,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, Linux"
PS5_Sakura Succubus 5,PS5,Sakura Succubus 5,Unknown,Winged Cloud,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-29,,,,,
PS4_Toukiden: The Age of Demons,PS4,Toukiden: The Age of Demons,Tecmo Koei,Omega Force,0.0,0.0,0.0,0.0,0.0,0.0,2015-03-31,2018-09-21,,,,,
PS4_Tetris Ultimate,PS4,Tetris Ultimate,Ubisoft,Ubisoft Montreal,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-16,2018-07-29,3.63,49.0,,"Casual, Puzzle","PC, Xbox One, PlayStation 4, Nintendo 3DS, PS Vita"
PS4_Tales from the Borderlands,PS4,Tales from the Borderlands,Telltale Games,Telltale Games,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-03,,,,,,
PS5_Prince of Persia: The Lost Crown,PS5,Prince of Persia: The Lost Crown,Unknown,Ubisoft Montpellier,0.0,0.0,0.0,0.0,0.0,0.0,,2023-06-08,3.97,111.0,,"Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS4_The Banner Saga,PS4,The Banner Saga,Versus Evil,Stoic Studio,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-12,,4.09,735.0,81.0,"Strategy, Indie, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
PS5_Pragmata,PS5,Pragmata,Capcom,Capcom,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-01,2020-06-11,,,,,
PS5_PowerWash Simulator 2,PS5,PowerWash Simulator 2,Unknown,FuturLab,0.0,0.0,0.0,0.0,0.0,0.0,,2025-04-03,,,,,
PS5_PowerWash Simulator,PS5,PowerWash Simulator,Square Enix,FuturLab,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-31,2023-01-21,3.98,149.0,,"Casual, Indie, Simulation","PC, PlayStation 5, Xbox One, Xbox Series S/X"
PS4_The Assembly,PS4,The Assembly,nDreams,nDreams,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-13,2018-09-21,3.3,10.0,55.0,"Indie, Adventure","PC, Xbox One, PlayStation 4"
